"sampleBlogs.txt";"sampleNews.txt";"sampleTwitter.txt"
"a lessontour";0;0;1
"a lessthanclean";0;25;0
"a letdown";0;44;0
"a letter";30;96;8
"a letterwrit";1;0;0
"a level";28;2;0
"a liar";29;0;57
"a liber";1;0;47
"a libidin";10;0;0
"a licens";48;0;0
"a lickitung";38;0;0
"a lid";0;12;0
"a lie";0;0;9
"a life";79;39;102
"a lifeboat";0;1;0
"a lifeguard";0;10;0
"a lifepurpos";0;11;0
"a lifestyl";0;2;1
"a lifethreaten";0;37;0
"a lifetim";40;4;118
"a light";35;65;46
"a lighter";0;39;0
"a lightn";0;2;0
"a like";18;48;0
"a lil";0;0;121
"a limit";0;23;3
"a limitededit";0;18;0
"a line";30;37;2
"a lineup";0;46;35
"a link";51;0;0
"a link”";0;35;0
"a lion";39;0;0
"a liquid";2;0;0
"a list";92;105;0
"a listeith";34;0;0
"a littl";1034;672;624
"a live";91;173;54
"a liver";22;0;0
"a load";49;0;0
"a loaf";0;42;0
"a lobbi";0;19;0
"a lobbyist";0;39;0
"a lobster";22;45;0
"a local";80;135;0
"a locat";2;7;0
"a lockout";0;0;66
"a locksmith";0;0;67
"a log";0;2;0
"a logic";33;0;0
"a london";0;0;2
"a long";308;224;46
"a long’";33;0;0
"a longer";36;0;35
"a longtim";0;11;0
"a look";16;67;0
"a loooonnnngggg";0;0;14
"a loooooong";21;0;0
"a loop";1;37;0
"a los";0;0;54
"a lose";18;2;0
"a loss";0;19;0
"a lost";0;1;0
"a lot";1256;859;748
"a love";108;34;157
"a low";22;0;0
"a lowcost";0;11;0
"a lower";0;54;0
"a lowfat";0;0;23
"a lucid";5;0;0
"a lucill";36;0;0
"a lucki";0;0;8
"a lullabi";1;0;0
"a lunat";0;32;0
"a lunch";12;45;0
"a lunchbox";1;0;0
"a lung";0;0;8
"a luxuri";27;0;0
"a machin";0;0;23
"a macro";0;36;0
"a mad";4;0;0
"a madison";0;32;0
"a madman";26;0;0
"a magazin";11;0;0
"a magic";20;0;14
"a magnesiumbright";16;0;0
"a magnet";0;17;0
"a magnifi";30;0;0
"a magnolia";0;0;1
"a main";10;18;0
"a mainlin";29;0;0
"a mainstream";0;9;0
"a major";48;129;0
"a makeshift";0;36;0
"a makeup";11;0;0
"a malaysian";35;0;0
"a malici";0;43;0
"a mammoth";1;0;0
"a man";190;149;256
"a manag";24;0;0
"a manate";0;0;50
"a mani";0;0;3
"a maniac";31;0;0
"a manipedi";0;0;43
"a manner";17;0;0
"a maplewood";0;28;0
"a marathon";0;1;0
"a march";31;0;0
"a margherita";22;0;0
"a mark";0;0;8
"a market";7;38;13
"a marri";15;0;0
"a marriag";2;0;0
"a martyr";2;0;0
"a maryland";0;1;0
"a mashol";0;0;2
"a massag";0;6;0
"a masshol";0;0;2
"a massiv";28;61;0
"a master";5;78;0
"a match";11;0;0
"a matchup";0;0;18
"a materi";0;14;0
"a matter";93;0;4
"a mav";0;0;66
"a mayb";0;0;2
"a mcdonald";19;7;0
"a meadowlark";16;0;0
"a meal";0;11;0
"a mean";44;6;0
"a meaning”";0;23;0
"a measur";7;11;0
"a meat";0;0;65
"a meatbal";33;0;0
"a media";0;68;0
"a medic";36;0;0
"a medicalschool";0;19;0
"a medicareforal";0;5;0
"a medium";4;2;0
"a meet";0;14;18
"a mele";0;6;0
"a member";10;80;0
"a memoir";1;0;0
"a memori";6;1;0
"a menageri";22;0;0
"a mental";16;0;0
"a menu";53;0;0
"a mere";0;1;0
"a merger";0;3;0
"a mess";97;0;0
"a messag";38;34;0
"a method";35;0;0
"a metropolitan";0;6;0
"a mi";0;0;2
"a michelin";0;19;0
"a michigan";0;5;0
"a microphon";1;0;0
"a middl";11;0;0
"a midnight";34;0;30
"a midterm";1;0;0
"a midtown";0;23;0
"a might";31;0;0
"a mild";0;15;0
"a mile";5;12;56
"a miller";0;22;0
"a milli";0;0;3
"a million";36;57;96
"a min";0;0;26
"a minifield";0;31;0
"a minimum";17;0;0
"a minist";0;8;0
"a minor";17;0;0
"a mint";3;0;0
"a minus";0;6;0
"a minut";104;78;86
"a minute”";34;0;0
"a miracl";10;0;14
"a mis";0;0;47
"a misanthrop";0;0;1
"a misdemeanor";0;1;0
"a miser";20;0;0
"a misplac";8;0;0
"a miss";1;42;0
"a mission";0;42;13
"a missionari";35;0;0
"a mistak";0;30;75
"a mistrial";0;2;0
"a mix";24;66;0
"a mls";0;6;0
"a mobil";2;0;0
"a mockeri";22;0;0
"a model";0;17;77
"a moder";0;17;0
"a modern";0;25;0
"a modernday";0;17;0
"a modest";0;16;0
"a mohareb";0;34;0
"a mom";5;0;0
"a moment";49;0;18
"a mommi";4;0;0
"a money";0;0;1
"a moneymak";0;28;0
"a monkey";40;0;0
"a monoton";34;0;0
"a monster";41;2;31
"a month";201;58;215
"a monthold";0;41;0
"a monument";0;5;0
"a moos";0;0;1
"a moratorium";1;0;0
"a more";33;64;50
"a mormon";0;37;0
"a morn";4;0;0
"a most";0;4;0
"a motel";33;0;0
"a mother";0;2;0
"a motion";0;4;0
"a motiv";45;0;0
"a motorcyclist";0;10;39
"a mountain";0;34;0
"a movement";12;1;0
"a mover";0;0;13
"a movi";39;76;58
"a mrs";40;0;0
"a much";204;72;0
"a muddl";20;0;0
"a mug";6;0;0
"a multitrilliondollar";33;0;0
"a multitud";0;62;0
"a multivitamin";0;3;0
"a multiyear";0;47;0
"a muscl";0;7;0
"a museum";0;39;0
"a musician";0;17;0
"a must";40;0;71
"a muststop";0;5;0
"a mutant";29;0;0
"a mute";14;0;0
"a mutual";0;41;12
"a mysteri";6;8;45
"a myth";6;0;0
"a nail";0;0;54
"a nake";7;0;0
"a name";26;44;16
"a nap";0;36;0
"a nap—someth";41;0;0
"a nap”";2;0;0
"a napthen";0;0;9
"a narrat";11;0;0
"a narrow";0;35;0
"a nation";2;233;46
"a nationwid";0;0;1
"a nativ";0;56;0
"a natur";0;6;0
"a naturalga";0;37;0
"a nazi";24;0;0
"a near";0;4;0
"a nearbi";0;30;0
"a nearunanim";0;38;0
"a necessari";2;0;0
"a need";102;52;0
"a needi";0;22;0
"a negat";0;9;0
"a neighbor";0;2;0
"a nerd";0;0;13
"a netflix";0;0;30
"a network";0;0;2
"a neutral";0;38;0
"a new";692;687;508
"a newark";0;9;0
"a newbi";4;0;0
"a newborn";6;0;0
"a newer";1;0;0
"a newli";66;0;0
"a newopen";5;0;0
"a news";0;134;25
"a newsmak";0;0;49
"a newspap";2;6;0
"a nex";0;0;34
"a nice";377;1;209
"a nickelbas";0;14;0
"a nicknam";0;0;21
"a nigerian";0;2;0
"a night";70;46;67
"a nightcap—and";25;0;0
"a nihilist";52;0;0
"a ninegam";0;33;0
"a ninepoint";0;1;0
"a ninowski";0;11;0
"a nippi";0;1;0
"a no";42;0;0
"a nobl";0;2;0
"a nocturn";0;1;0
"a node";0;0;13
"a nokil";0;35;0
"a nomin";0;1;0
"a non";63;0;0
"a nonprofit";31;11;0
"a nonsel";6;0;0
"a nonwhit";1;0;0
"a nook";0;40;0
"a normal";52;0;0
"a north";0;16;0
"a northeast";3;0;0
"a nose";46;88;0
"a noseble";0;45;0
"a notabl";0;2;0
"a notax";0;30;0
"a note";6;8;0
"a notebook";0;28;0
"a notforprofit";25;0;0
"a notic";0;35;60
"a novel";54;57;0
"a novelti";0;36;0
"a novemb";0;0;31
"a now";18;0;0
"a nuclear";1;0;0
"a nucleararm";0;35;0
"a number";124;15;1
"a nutshel";10;0;0
"a nutti";0;0;28
"a ny";0;0;3
"a of";48;0;0
"a off";0;0;24
"a onceinalifetim";0;17;0
"a one";49;0;68
"a onego";0;18;0
"a oneofakind";0;40;0
"a oneoff";0;1;0
"a out";13;0;0
"a overtim";0;0;84
"a pack";0;61;0
"a page";0;6;9
"a pain";22;10;48
"a paint";0;23;0
"a painter";0;0;23
"a pair";48;87;29
"a palac";33;2;0
"a palo";0;24;0
"a pandora’";13;0;0
"a paper";27;0;0
"a paradox";0;0;14
"a paragon";0;33;0
"a paraleg";19;0;0
"a parchment";3;0;0
"a parent";12;37;0
"a parisian";0;48;0
"a park";0;44;0
"a part";135;38;117
"a parti";2;16;45
"a partial";0;40;0
"a particip";46;0;0
"a particular";52;93;0
"a partner";1;0;0
"a partnership";0;17;0
"a parttim";0;2;0
"a pass";0;68;6
"a passion";1;36;0
"a passiv";74;0;0
"a past";0;26;0
"a pastor";0;8;0
"a pastri";0;1;0
"a pat";31;0;0
"a patch";0;0;45
"a patente";6;0;0
"a patient";22;0;0
"a patient’";37;0;0
"a pave";0;1;0
"a pay";42;15;0
"a payment";0;34;0
"a pb";31;0;0
"a pbl";0;0;5
"a pc";12;0;0
"a peach";3;0;0
"a peahead";0;0;50
"a peanut";40;0;2
"a pear";1;0;0
"a pedomet";0;31;0
"a pencil";34;0;0
"a pend";0;9;0
"a peni";0;0;5
"a penlight";8;0;0
"a penni";27;0;0
"a pension";0;36;0
"a peopl";1;0;0
"a percent";0;72;0
"a percept";10;0;0
"a perfect";102;40;68
"a period";4;6;0
"a perman";0;56;0
"a perpetu";0;39;0
"a persist";0;14;0
"a person";104;135;83
"a personalbest";0;37;0
"a perspect";12;0;0
"a pervers";0;31;0
"a petit";3;23;0
"a peyton";0;36;0
"a pharmaci";24;0;0
"a philosophi";7;0;0
"a phone";20;10;51
"a phoni";0;44;0
"a photo";32;36;55
"a photograph";34;0;32
"a photographi";0;13;0
"a photojournalist";0;1;0
"a photosensit";0;40;0
"a phrase";0;0;15
"a physic";0;8;0
"a physicalspiritu";23;0;0
"a physicist";25;0;0
"a piano";0;0;1
"a pic";31;0;6
"a pictur";79;43;297
"a piec";163;0;37
"a piecem";0;27;0
"a pillar";0;33;0
"a pilot";0;0;11
"a pinch";0;25;0
"a pink";0;0;47
"a pinot";0;33;0
"a pinpoint";0;30;0
"a pistol";26;0;0
"a pitcher";10;0;3
"a pitiless";15;0;0
"a pivot";1;0;0
"a pizza";0;0;3
"a place";42;111;17
"a placebo";19;19;0
"a plain";35;13;0
"a plan";39;22;82
"a plastic";36;0;0
"a plate";35;0;56
"a platform";0;51;68
"a play";8;66;1
"a player";26;35;0
"a playground";0;0;4
"a playmak";0;18;0
"a playoff";0;4;0
"a plea";0;42;0
"a pleasant";14;0;0
"a pleasur";44;0;0
"a plus";0;34;13
"a plywood";20;0;0
"a pm";46;0;0
"a poem";11;2;0
"a poetri";62;0;0
"a point";45;117;1
"a pointer";0;46;0
"a polic";33;104;0
"a polici";8;1;0
"a polit";34;22;0
"a politician";32;53;0
"a poll";0;38;0
"a poncho";0;16;0
"a pond";0;9;0
"a poni";0;47;25
"a pool";1;0;0
"a poor";57;7;0
"a popul";23;49;0
"a popular";7;0;0
"a porn";0;0;47
"a port";0;8;0
"a portabl";28;0;0
"a portland";0;2;0
"a poser";0;0;15
"a posit";133;2;0
"a possibl";15;45;62
"a post";173;0;66
"a postapocalypt";0;0;8
"a poster";0;0;6
"a postracist";17;0;0
"a pot";0;15;48
"a potteri";33;0;0
"a potwash";0;1;0
"a power";71;2;11
"a powerpoint";33;0;0
"a practic";0;28;0
"a prayer";51;40;0
"a precursor";17;0;0
"a predat";0;9;0
"a predatori";23;0;0
"a predictor";0;28;0
"a pregnant";0;0;22
"a preliminari";0;39;0
"a prelud";1;0;0
"a premis";0;0;44
"a premium";0;4;26
"a prepaid";0;3;0
"a prerequisit";0;0;21
"a present";0;0;52
"a presidenti";0;28;0
"a press";0;21;38
"a pretrialdivers";0;1;0
"a pretti";149;47;28
"a previous";9;0;0
"a price";0;40;0
"a priceless";0;32;0
"a primari";0;1;0
"a prime";0;19;0
"a primo";29;0;0
"a princ";34;0;0
"a print";4;0;0
"a prior";0;18;0
"a prioriti";0;15;0
"a prison";0;4;0
"a privat";31;44;0
"a prize";1;0;0
"a probabl";0;49;0
"a problem";93;133;189
"a produc";0;0;42
"a product";139;32;7
"a profession";48;94;0
"a professor";31;2;0
"a profit";0;16;34
"a profound";24;0;0
"a progingrich";0;2;0
"a program";0;57;0
"a project";9;27;37
"a prop";1;32;0
"a proper";35;0;0
"a properti";0;15;0
"a propos";0;39;0
"a prospect";0;17;0
"a prostatespecif";0;24;0
"a prosthesi";5;0;0
"a prostitut";0;0;5
"a protest";31;6;0
"a proud";0;47;0
"a provid";22;0;0
"� provid";4;0;0
"a psanderett";0;0;35
"a pub";0;11;0
"a public";44;122;8
"a publish";8;0;0
"a pulitz";0;66;0
"a punch";3;2;0
"a punchdrunk";0;42;0
"a punchlin";0;0;3
"a punk";49;0;0
"a punt";0;2;0
"a punter";0;7;0
"a pure";8;0;0
"a purist";41;0;0
"a purpl";0;5;0
"a purpos";1;2;0
"a push";32;0;0
"a pyramid";0;0;52
"a qa";0;2;0
"a quaint";39;0;0
"a quake�";0;2;0
"a qualiti";1;0;0
"a quantifi";0;0;12
"a quarter";0;0;6
"a quarterback";0;1;6
"a quartercenturi";0;1;0
"a quarterhors";0;1;0
"a quartermil";0;47;0
"a quarterperc";0;2;0
"a queensiz";0;3;0
"a queri";32;0;0
"a question";83;2;136
"a quick";101;11;18
"a quicker";0;2;0
"a quicki";33;0;0
"a quiet";0;44;0
"a quirk";0;8;0
"a quit";30;0;0
"a rabbit";0;2;0
"a race";0;68;3
"a racehors";11;0;0
"a racetrack";0;36;0
"a racist";20;1;0
"a radic";1;66;0
"a radio";46;36;6
"a raider";0;1;0
"a rain";0;23;0
"a raini";0;0;22
"a rainstorm";37;0;0
"a ralli";0;24;0
"a ramon";12;0;0
"a random";2;0;9
"a rang";0;17;9
"a rapid";1;0;0
"a rare";18;65;0
"a rastaman";2;0;0
"a rather";2;0;0
"a raw";3;6;0
"a rawer";29;0;0
"a razor";43;0;0
"a rbb";0;0;43
"a rd";0;0;35
"a reader";23;0;0
"a readi";6;0;0
"a readymad";42;0;0
"a real";88;180;42
"a realist";5;0;0
"a realiti";26;0;0
"a realli";42;22;167
"a reason";178;48;23
"a rebirth";0;0;1
"a rebound";0;38;0
"a rebozo";0;9;0
"a recap";30;0;0
"a reced";21;0;0
"a receipt";34;0;0
"a recent";94;119;0
"a recept";0;36;0
"a recip";35;0;1
"a reckon";13;0;0
"a record";38;8;17
"a recount";0;43;0
"a recov";0;14;16
"a recreat";11;15;0
"a recruit";0;34;0
"a red";51;3;33
"a reddishbrown";15;0;0
"a redshirt";0;1;0
"a refer";0;4;0
"a refere";0;38;0
"a referendum";0;44;0
"a reflect";0;1;1
"a refresh";17;0;0
"a refus";0;0;6
"a regist";0;40;0
"a regular";19;9;29
"a regularseason";0;2;0
"a rehears";0;0;4
"a reject";0;8;0
"a relat";85;19;0
"a relationship";50;41;136
"a relax";54;0;0
"a reliabl";0;17;0
"a relief";26;0;0
"a reliev";0;11;0
"a reloc";20;0;0
"a reluct";0;3;0
"a remedi";0;0;9
"a remind";0;1;0
"a remot";9;0;0
"a repeat";0;10;0
"a replac";24;0;0
"a report";0;73;0
"a repres";0;6;0
"a repriev";1;22;0
"a republican";42;121;0
"a republican”";42;0;0
"a request";0;34;0
"a resid";0;5;0
"a residenti";0;3;0
"a resort";44;0;0
"a resound";18;0;0
"a respect";0;84;0
"a respiratori";0;13;0
"a respons";0;1;0
"a rest";0;0;5
"a restaur";0;31;0
"a restaurant”";0;31;0
"a restructur";0;1;0
"a result";81;93;55
"a resurg";0;0;13
"a resurrect";23;0;0
"a retail";0;41;0
"a retard";0;0;48
"a retent";0;4;0
"a retir";0;44;0
"a return";0;49;1
"a revel";5;0;0
"a revenu";0;39;0
"a review";38;3;0
"a revis";0;38;0
"a rhythm";44;0;0
"a ride";125;2;8
"a right";0;35;0
"a righteous";8;0;0
"a rigid";0;2;0
"a ring";1;0;42
"a riot";86;0;0
"a rise";1;0;53
"a rival";30;0;0
"a river";36;0;0
"a road";0;32;6
"a roam";0;0;2
"a roar";0;6;0
"a robberi";0;1;0
"a robot";20;0;0
"a robust";3;0;0
"a rock";74;0;57
"a rocket";46;0;0
"a rockin";8;0;11
"a rockstar";0;0;1
"a role";25;120;2
"a rollercoast";0;1;0
"a rollsroyc";0;42;0
"a romanc";10;0;0
"a romant";32;37;0
"a roof";0;54;0
"a roofless";0;17;0
"a rooki";0;6;23
"a room";39;2;4
"a root";17;0;8
"a rootintootin";0;0;61
"a rose";0;0;62
"a rough";0;1;29
"a roughandtumbl";0;18;0
"a round";22;0;0
"a routin";0;18;0
"a row";2;55;62
"a royal";12;0;0
"a rub";1;0;0
"a rude";30;0;0
"a rule";0;6;0
"a run";0;122;44
"a runaway";0;1;0
"a rundown";4;0;0
"a runner";32;22;0
"a rural";15;0;0
"a rush";33;0;0
"a rx";0;0;20
"a s";14;14;0
"a sack";16;0;0
"a sacramento";0;15;0
"a sad";0;36;78
"a sadden";38;0;0
"a safe";0;62;1
"a safeti";0;33;3
"a sahm";22;0;0
"a saint";0;0;2
"a salari";17;0;0
"a sale";3;0;0
"a salesman";0;12;0
"a salon";0;27;0
"a salvag";7;0;0
"a sampl";65;43;107
"a samson";0;7;0
"a sandcolor";0;6;0
"a sandwich";7;34;0
"a sase";0;4;0
"a saturday";0;37;8
"a saucepan";0;38;0
"a sauna";31;0;0
"a savag";2;0;66
"a savouri";1;0;0
"a scan";46;0;0
"a scandal";0;28;0
"a scare";14;2;0
"a scath";0;32;0
"a scatter";24;0;0
"a scaveng";36;0;0
"a scene";38;0;52
"a scg";17;0;0
"a scholarship";0;0;1
"a school";112;4;3
"a scienc";0;38;0
"a scientif";0;0;1
"a scoop";0;0;33
"a scoot";11;0;0
"a scotch";14;0;0
"a scoundrel";0;2;0
"a screech";2;0;0
"a screen";0;32;35
"a screw";0;48;0
"a script";0;0;2
"a scrub";0;0;62
"a scuffl";0;23;0
"a sea";0;0;1
"a seam";0;29;0
"a seamstress";3;0;0
"a sear";0;3;0
"a search";0;15;0
"a season";0;10;0
"a seasonend";0;36;0
"a seat";0;48;0
"a second";132;93;111
"a secondari";0;5;0
"a secondhand";1;0;0
"a secondskin";0;2;0
"a secondyear";0;26;0
"a secret";112;0;0
"a secur";34;33;0
"a seed";0;0;55
"a seek";40;0;0
"a seeker";0;0;26
"� seem";10;0;0
"a select";34;0;0
"a selfappoint";17;0;0
"a selfcongratulatori";21;0;0
"a selfrespect";5;0;0
"a semi";15;0;0
"a seminar";0;0;9
"a semlor";0;0;8
"a sendoff";30;0;0
"a senior";0;10;0
"a sens";68;36;53
"a sensit";6;0;0
"a sentenc";0;24;0
"a separ";52;10;0
"a sequel";23;0;0
"a sequoia";0;13;0
"a seren";35;0;0
"a sergeant";0;3;0
"a seri";49;113;57
"a serious";81;111;0
"a serv";0;0;53
"a servant";2;0;53
"a servic";0;17;45
"a set";38;13;0
"a settlement";38;0;0
"a seven";36;0;0
"a sevengam";0;41;0
"a sevenplay";0;1;0
"a sever";31;45;0
"a sex";33;40;0
"a sexchang";0;28;0
"a sexi";0;0;78
"a shadowi";1;0;0
"a shaker";0;0;26
"a shakeytown";0;0;58
"a shame";30;0;17
"a share";41;6;0
"a sharp";0;2;15
"a shatter";0;0;52
"a sheep";1;0;0
"a sheet";51;0;0
"a shelf";27;0;0
"a shell";0;4;0
"a shi";31;0;0
"a shift";4;0;0
"a shini";37;0;0
"a shirt";17;0;0
"a shit";0;0;84
"a shitti";0;0;13
"a shock";41;41;0
"a shoe";6;0;0
"a shoot";0;34;0
"a shop";1;7;0
"a shoprit";0;5;0
"a short";95;94;55
"a shortag";0;0;1
"a shorten";0;31;0
"a shorter";1;0;0
"a shorti";0;0;1
"a shortterm";3;0;0
"a shot";51;36;0
"a shot”";0;39;0
"a shout";0;0;26
"a shoutout";0;0;4
"a show";0;0;25
"a shower";0;44;44
"a showman";45;0;0
"a shred";0;0;12
"a shrewsiz";21;0;0
"a sibol";20;0;0
"a sick";0;0;46
"a side";59;6;19
"a sideshow";0;18;0
"a sigh";2;0;0
"a sign";64;0;42
"a signific";89;71;0
"a silent";0;0;39
"a silver";0;41;0
"a similar";60;28;0
"a simmer";38;0;0
"a simpl";59;27;22
"a simpler";4;0;0
"a sin";15;0;39
"a sincer";1;0;0
"a sing";2;0;0
"a singl";139;101;2
"a singular";15;0;0
"a sinker";0;36;0
"a sister";0;26;0
"a sit";5;8;0
"a sitcom";0;0;70
"a site";24;0;16
"a situat";15;21;0
"a six";2;0;0
"a sixer";0;0;42
"a sixteen";42;0;0
"a sixth";0;64;0
"a sixyear";0;23;0
"a sizabl";26;0;0
"a sizzl";0;4;0
"a skate";0;23;0
"a sketchbook";23;0;0
"a skillet";5;0;0
"a skyscrap";27;0;0
"a slacker";1;0;0
"a slam";1;0;0
"a slander";17;0;0
"a sleep";1;0;0
"a sleepless";5;0;0
"a sleigh";0;0;49
"a slew";0;22;0
"a slick";22;0;0
"a slipperi";17;0;0
"a slipperman";6;0;0
"a slogan";0;0;3
"a sloppi";0;0;48
"a slot";0;15;0
"a slouch";10;0;0
"a slow";34;33;0
"a small";274;284;25
"a smaller";7;0;0
"a smart";38;40;27
"a smile";10;14;62
"a smoke";8;0;0
"a smoothi";0;26;0
"a snack";42;0;0
"a snap";29;0;0
"a snapshot";0;1;0
"a sneaki";37;0;0
"a snob";17;0;0
"a soccer";0;45;0
"a social";20;9;0
"a societi";14;1;6
"a sock";23;12;0
"a sofa";8;0;0
"a soft";12;0;0
"a softwar";0;1;0
"a soldout";0;44;0
"a solid";31;58;12
"a solut";0;55;12
"a some";0;0;2
"a somewhat";53;0;0
"a song";34;3;37
"a song�";17;0;0
"a songandd";0;6;0
"a soni";0;0;38
"a soninlaw";0;40;0
"a sore";0;32;45
"a sort";46;0;0
"a soul";3;0;14
"a sourc";8;0;0
"a sous";0;21;0
"a south";0;10;0
"a southern";38;5;0
"a sp";0;0;22
"a space";5;0;0
"a spanish";0;0;61
"a spatula";22;0;0
"a speci";0;0;4
"a special";42;150;0
"a specialcircumst";0;3;0
"a specialist";0;10;0
"a specif";16;9;0
"a spectacular";0;1;0
"a spectat";43;0;0
"a speech";0;10;0
"a speed";45;0;0
"a speedi";0;0;4
"a spheric";24;0;0
"a spider";0;0;95
"a spin";0;0;1
"a spirit";71;11;0
"a spiritu";9;3;0
"a splash";0;10;0
"a spokesman";25;86;0
"a spokeswoman";0;34;0
"a spong";2;0;0
"a spot";25;0;3
"a spotifi";0;0;54
"a spotti";16;0;0
"a spous";0;0;9
"a spring";15;0;0
"a squabbl";0;16;0
"a squar";0;2;0
"a squarefoot";0;8;0
"a st";0;49;9
"a stabl";0;25;0
"a stach";0;0;1
"a stadium";0;26;0
"a stage";1;0;0
"a stand";0;0;1
"a standard";8;40;0
"a standstil";0;2;0
"a stapl";0;9;0
"a star";0;31;0
"a starbuck";46;0;8
"a starstruck";1;0;0
"a start";10;15;0
"a starter";0;9;0
"a startl";4;1;0
"a state";0;156;0
"a statement";2;235;0
"a statewid";0;31;0
"a status";0;4;0
"a statutori";0;36;0
"a stay";0;2;0
"a steadi";39;3;0
"a steak";0;7;0
"a steamer";0;1;0
"a steel";0;1;0
"a stellar";32;0;0
"a step";1;24;87
"a stephen";29;0;0
"a stereotyp";17;0;0
"a stern";42;0;0
"a steward";0;17;0
"a stick";47;35;0
"a sticker";0;1;0
"a sticki";8;0;0
"a stigma";39;0;0
"a sting";0;5;0
"a stint";0;19;0
"a stop";2;0;0
"a stopper";0;3;0
"a store";0;7;57
"a stori";118;47;50
"a storm";0;25;0
"a straight";0;0;4
"a strang";73;0;0
"a stranger";2;0;17
"a strategi";16;0;0
"a stream";0;33;0
"a street";0;28;0
"a strength";5;0;0
"a strengthen";0;23;0
"a string";0;3;0
"a stroke";16;0;0
"a stroll";3;0;0
"a strong";96;99;57
"� strong";7;0;0
"a stronger";0;35;13
"a strongsvill";0;42;0
"a structur";4;0;0
"a struggl";0;18;47
"a stryker";0;23;0
"a stud";0;0;15
"a student";24;25;0
"a studi";52;61;0
"a studio";1;0;0
"a stun";3;0;0
"a sub";0;19;0
"a sublim";1;0;0
"a subsequ";43;0;0
"a subspeci";1;0;0
"a substanti";0;45;0
"a substitut";0;6;0
"a suburb";13;0;0
"a subway";0;0;9
"a success";1;6;24
"a sudden";0;12;50
"a suffici";23;0;0
"a suggest";0;0;2
"a suit";68;2;0
"a suitabl";22;0;0
"a sulfur";42;0;0
"a summer";0;48;4
"a sunshini";1;0;0
"a super";14;0;0
"a superb";0;39;0
"a superfici";0;33;0
"a supergirljust";43;0;0
"a superhero";12;2;0
"a superior";0;1;0
"a supermarket";0;6;0
"a supplier";44;0;0
"a support";0;27;0
"a surg";0;15;0
"a surgic";0;1;0
"a surmount";27;0;0
"a surplus";43;0;0
"a surpris";2;144;0
"a survey";0;79;0
"a survivor";0;13;0
"a sushi";22;34;0
"a suspens";0;2;0
"a sustain";0;72;0
"a sweatshirt";0;0;6
"a sweep";0;2;0
"a sweet";66;30;0
"a sweeter";0;36;0
"a sweetheart";9;0;0
"a swim";0;23;0
"a swing";0;84;0
"a swingin";0;0;6
"a swiss";33;16;0
"a swivel";0;44;0
"a sword";66;0;0
"a sworn";0;25;0
"a symbiot";1;0;0
"a symbol";59;0;0
"a symptom";8;0;0
"a system";42;53;0
"a t";32;0;1
"a tabl";9;0;0
"a tablecloth";5;0;0
"a tablet";0;21;0
"a taco";0;0;38
"a tad";26;1;46
"a tag";22;0;0
"a tai";10;0;0
"a tailspin";32;0;0
"a tale";3;32;0
"a talent";36;0;0
"a talk";113;0;0
"a talkingto";0;7;0
"a tampon";0;0;34
"a tangibl";18;0;0
"a tank";26;2;0
"a taper";13;0;0
"a tast";0;0;39
"a taster";0;0;16
"a tax";0;50;0
"a taxandspend";33;0;0
"a taxi";26;0;2
"a taxpay";0;18;0
"a tea";6;0;0
"a teacher";68;37;0
"a team";0;60;0
"a teambest";0;19;0
"a teammat";0;39;0
"a tear";7;23;0
"a teaser";0;0;12
"a tech";0;40;0
"a techi";0;15;0
"a teen";2;0;48
"a teenag";50;5;28
"a telecom";0;0;39
"a teletubbi";35;0;0
"� tell";25;0;0
"a tempest";1;0;0
"a templ";0;1;0
"a templat";5;0;0
"a tempo";19;0;0
"a temporari";34;0;0
"a ten";32;0;0
"a tendenc";33;0;0
"a tender";33;28;0
"a tennesse";26;0;0
"a tent";46;0;0
"a tentat";0;3;0
"a term";0;49;21
"a terribl";70;21;0
"a terrif";11;0;13
"a terror";5;0;0
"a terrorist";27;0;0
"a test";1;70;0
"a testament";0;1;0
"a testimoni";0;31;0
"a texa";0;32;0
"a text";18;22;0
"a that";0;27;0
"a the";39;72;39
"a theatr";13;0;0
"a theme";64;28;0
"a theologian";2;0;0
"a theorist";4;0;0
"a therapist";0;0;5
"a thin";2;9;0
"a thing";65;1;29
"a third";72;139;0
"a thirdgrad";0;5;0
"a thistl";0;2;0
"a thoroughlyreason";0;0;1
"a thought";24;0;0
"a thousand";29;0;67
"a threat";0;2;5
"a three";12;0;0
"a threegam";0;6;0
"a threepoint";0;27;0
"a threerun";0;17;0
"a threetim";0;39;0
"a threeyear";0;5;0
"a thrill";8;0;0
"a thriller";19;0;0
"a thrive";33;0;0
"a throng";0;43;0
"a throw";0;42;0
"a thumbsup";0;2;0
"a thursday";0;27;0
"a ticket";0;113;52
"a tier";0;3;1
"a tiger";0;8;0
"a tight";0;0;86
"a tilt";43;0;0
"a time";232;66;57
"a tini";49;3;0
"a tip";0;37;0
"a tire";23;0;0
"a tith";27;0;0
"a titl";0;28;50
"� to";2;0;0
"a toler";0;0;1
"a tomato";35;0;0
"a ton";34;12;5
"a tongueincheek";1;0;0
"a tool";0;30;0
"a tootsi";0;0;10
"a top";42;145;9
"a topic";12;13;0
"a topnotch";31;0;0
"a torch";0;0;51
"a torn";0;6;0
"a tortur";0;20;0
"a total";115;144;71
"a touch";7;44;0
"a tough";30;41;0
"a tougher";0;16;0
